origen,destino,linea_origen,linea_destino,franja_horaria,dia_semana,es_festivo,distancia_km,misma_linea,origen_es_transbordo,destino_es_transbordo,ocupacion_vagon,tiempo_espera_min,num_paradas_estimadas,tarifa_cop,requiere_transbordo,congestion_alta
Industriales,Prado,A,A,madrugada,4,0,3.113,1,0,0,0.17,9,3,3300,0,0
Bello,Oriente,A,T,tarde_pico,1,0,12.145,0,0,0,0.75,2,17,3300,1,1
La Independencia,Acevedo,K,A,tarde_pico,1,0,3.12,0,0,1,0.93,2,3,3300,1,1
La Estrella,Niquía,A,A,madrugada,7,1,20.557,1,0,0,0.16,11,6,3300,0,0
Santa Lucía,Bello,B,A,madrugada,2,0,9.343,0,0,0,0.18,12,12,3300,1,0
Santa Lucía,San Antonio,B,A,tarde_valle,7,0,2.837,0,0,1,0.31,8,3,3300,1,0
Universidad,Santo Domingo,A,K,madrugada,5,0,5.629,0,0,1,0.12,11,10,3300,1,0
San Antonio,Andalucía,A,K,madrugada,6,0,6.54,0,1,0,0.11,11,17,3300,1,0
Asomadera,Trinidad,T,B,noche,5,0,6.116,0,0,0,0.19,11,4,3300,1,0
Alpujarra,Trinidad,A,B,tarde_pico,4,0,1.701,0,0,0,0.75,3,14,3300,1,1
Hospital,Floresta,A,B,madrugada,4,0,4.255,0,0,0,0.11,10,16,3300,1,0
Trinidad,Itagüí,B,A,tarde_valle,6,0,9.225,0,0,0,0.26,6,16,3300,1,0
Hospital,Miraflores,A,T,mañana_valle,4,0,1.546,0,0,1,0.45,6,15,3300,1,1
Poblado,Villa Sierra,A,K,tarde_pico,3,0,10.838,0,0,0,0.95,5,7,3300,1,1
Tricentenario,Oriente,A,T,noche,3,0,6.606,0,0,0,0.19,11,16,3300,1,0
Universidad,Alejandro Echavarría,A,T,tarde_pico,5,0,2.604,0,0,0,0.86,2,4,3300,1,1
Parque Berrío,Alejandro Echavarría,A,T,tarde_pico,6,0,1.319,0,0,0,0.85,2,6,3300,1,1
Tricentenario,Suramericana,A,B,mañana_pico,3,0,4.823,0,0,0,0.8,5,4,3300,1,1
Poblado,Buenos Aires,A,T,noche,4,0,5.413,0,0,0,0.21,11,9,3300,1,1
La Sierra,Miraflores,M,T,mañana_valle,4,0,2.124,0,0,1,0.47,7,16,3300,1,0
Juan XXIII,Envigado,J,A,mañana_pico,7,0,9.402,0,0,0,0.78,5,16,3300,1,1
Poblado,La Sierra,A,M,mañana_pico,1,0,3.698,0,0,0,0.77,2,3,3300,1,1
Oriente,Bello,T,A,mañana_pico,4,0,12.145,0,0,0,0.9,4,5,3300,1,1
La Estrella,Trece de Noviembre,A,M,tarde_valle,1,0,11.239,0,0,0,0.44,9,17,3300,1,0
Oriente,Loyola,T,T,mañana_pico,3,0,1.248,1,0,0,0.92,5,17,3300,0,1
Ayurá,Andalucía,A,K,mañana_valle,7,0,12.811,0,0,0,0.44,4,14,3300,1,0
Hospital,Miraflores,A,T,tarde_pico,3,0,1.546,0,0,1,0.91,5,15,3300,1,1
Madera,Acevedo,A,A,mañana_pico,5,0,2.328,1,0,1,0.91,4,6,3300,0,1
Oriente,Bicentenario,T,T,mañana_pico,3,0,2.437,1,0,0,0.93,5,4,3300,0,1
Villa Sierra,Oriente,K,T,noche,5,0,7.294,0,0,0,0.29,10,16,3300,1,0
Asomadera,Villa Sierra,T,K,mañana_pico,5,0,7.038,0,0,0,0.76,4,16,3300,1,1
La Independencia,Suramericana,K,B,tarde_valle,6,0,7.87,0,0,0,0.34,6,11,3300,1,0
Acevedo,Bello,A,A,tarde_valle,1,0,4.21,1,1,0,0.28,6,12,3300,0,0
La Independencia,Bello,K,A,noche,3,0,5.92,0,0,0,0.23,9,12,3300,1,0
Santa Lucía,Bicentenario,B,T,mañana_valle,1,0,5.07,0,0,0,0.47,5,8,3300,1,0
La Sierra,La Estrella,M,A,tarde_valle,1,0,10.961,0,0,0,0.48,4,10,3300,1,1
Hospital,Santa Lucía,A,B,mañana_pico,1,0,3.593,0,0,0,0.88,2,15,3300,1,1
Bicentenario,La Independencia,T,K,tarde_valle,4,0,6.868,0,0,0,0.32,9,16,3300,1,0
La Independencia,Bello,K,A,mañana_valle,4,0,5.92,0,0,0,0.44,6,4,3300,1,1
Oriente,Universidad,T,A,noche,6,0,4.769,0,0,0,0.19,9,17,3300,1,0
Floresta,San Antonio,B,A,tarde_valle,3,0,3.592,0,0,1,0.34,7,7,3300,1,0
Oriente,La Sierra,T,M,madrugada,7,0,3.148,0,0,0,0.12,12,2,3300,1,0
La Estrella,La Independencia,A,K,tarde_pico,7,1,18.402,0,0,0,0.89,2,4,3300,1,1
La Independencia,Floresta,K,B,mañana_valle,1,0,8.821,0,0,0,0.44,8,16,3300,1,0
Bicentenario,Industriales,T,A,mañana_valle,7,1,3.922,0,0,0,0.51,8,10,3300,1,0
Bicentenario,Andalucía,T,K,mañana_valle,2,0,6.52,0,0,0,0.4,6,17,3300,1,1
Loyola,Villa Sierra,T,K,mañana_pico,1,0,6.87,0,0,0,0.91,3,16,3300,1,1
Industriales,Asomadera,A,T,mañana_valle,6,0,5.579,0,0,0,0.43,8,14,3300,1,0
Villa Sierra,La Sierra,K,M,madrugada,5,0,8.439,0,0,0,0.12,15,5,3300,1,0
Aguacatala,Parque Berrío,A,A,noche,6,0,5.379,1,0,0,0.3,12,14,3300,0,0
Alejandro Echavarría,San Javier,T,B,madrugada,6,0,6.091,0,0,1,0.12,14,9,3300,1,0
Itagüí,San Antonio,A,A,mañana_valle,6,0,9.592,1,0,1,0.45,7,8,3300,0,0
Hospital,San Antonio,A,A,mañana_pico,1,0,1.804,1,0,1,0.81,4,15,3300,0,1
Oriente,Villa Sierra,T,K,tarde_pico,4,0,7.294,0,0,0,0.86,2,7,3300,1,1
San Antonio,Itagüí,A,A,mañana_pico,1,0,9.592,1,1,0,0.81,4,18,3300,0,1
Alpujarra,Madera,A,A,noche,4,0,8.593,1,0,0,0.31,6,3,3300,0,0
San Javier,Arví,B,L,mañana_valle,7,1,13.404,0,1,0,0.54,6,3,3300,1,0
Miraflores,Prado,T,A,mañana_pico,1,0,0.851,0,1,0,0.89,2,17,3300,1,1
La Independencia,Vallejuelos,K,J,mañana_valle,4,0,10.125,0,0,0,0.52,5,4,3300,1,1
San Javier,Santa Lucía,B,B,tarde_valle,6,0,1.574,1,1,0,0.35,9,8,3300,0,0
Bicentenario,Industriales,T,A,mañana_pico,1,0,3.922,0,0,0,0.79,4,15,3300,1,1
Alejandro Echavarría,Ayurá,T,A,tarde_valle,1,0,6.994,0,0,0,0.37,6,4,3300,1,1
San Javier,Andalucía,B,K,tarde_pico,4,0,7.533,0,1,0,0.87,4,5,3300,1,1
Trinidad,Oriente,B,T,noche,3,0,6.76,0,0,0,0.31,6,2,3300,1,0
Acevedo,Ayurá,A,A,mañana_valle,5,0,12.484,1,1,0,0.4,6,4,3300,0,0
La Aurora,Aguacatala,J,A,tarde_pico,4,0,9.886,0,0,0,0.7,5,9,3300,1,1
La Estrella,Caribe,A,A,mañana_pico,3,0,14.303,1,0,0,0.8,3,15,3300,0,1
Trece de Noviembre,San Javier,M,B,noche,4,0,6.038,0,0,1,0.31,8,3,3300,1,1
Oriente,Asomadera,T,T,noche,4,0,0.645,1,0,0,0.34,8,14,3300,0,0
Universidad,Alpujarra,A,A,noche,3,0,3.041,1,0,0,0.25,8,14,3300,0,0
Santo Domingo,Andalucía,K,K,noche,3,0,3.04,1,1,0,0.24,6,2,3300,0,0
La Sierra,Alpujarra,M,A,noche,4,0,2.932,0,0,0,0.31,7,1,3300,1,0
Miraflores,Exposiciones,T,A,noche,3,0,2.23,0,1,0,0.21,6,4,3300,1,0
San Antonio,Ayurá,A,A,tarde_valle,6,0,6.278,1,1,0,0.49,9,5,3300,0,0
Santo Domingo,Alejandro Echavarría,K,T,mañana_valle,4,0,7.337,0,1,0,0.42,5,9,3300,1,1
Alpujarra,Santo Domingo,A,K,mañana_valle,7,1,8.629,0,0,1,0.32,6,6,3300,1,0
Miraflores,Suramericana,T,B,tarde_valle,2,0,2.382,0,1,0,0.26,4,18,3300,1,0
La Sierra,Arví,M,L,noche,2,0,9.026,0,0,0,0.33,9,7,3300,1,0
Ayurá,San Antonio,A,A,madrugada,4,0,6.278,1,0,1,0.16,12,5,3300,0,0
Caribe,Suramericana,A,B,mañana_pico,5,0,3.745,0,0,0,0.78,5,15,3300,1,1
Oriente,Hospital,T,A,mañana_pico,6,0,4.363,0,0,0,0.8,4,10,3300,1,1
Oriente,Suramericana,T,B,mañana_pico,4,0,6.018,0,0,0,0.96,3,10,3300,1,1
Exposiciones,Bicentenario,A,T,mañana_pico,4,0,3.339,0,0,0,0.95,2,10,3300,1,1
Ayurá,Aguacatala,A,A,tarde_valle,4,0,1.281,1,0,0,0.48,6,15,3300,0,1
Caribe,Niquía,A,A,tarde_pico,2,0,8.299,1,0,0,0.92,5,7,3300,0,1
Suramericana,Buenos Aires,B,T,noche,5,0,4.137,0,0,0,0.2,6,18,3300,1,0
Acevedo,Tricentenario,A,A,mañana_valle,2,0,1.496,1,1,0,0.42,6,2,3300,0,0
Niquía,Envigado,A,A,tarde_valle,5,0,18.5,1,0,0,0.35,7,12,3300,0,1
Prado,Villa Sierra,A,K,madrugada,5,0,5.958,0,0,0,0.12,10,17,3300,1,0
Oriente,Floresta,T,B,tarde_pico,2,0,8.248,0,0,0,0.72,5,5,3300,1,1
Ayurá,Hospital,A,A,mañana_valle,1,0,8.059,1,0,0,0.54,7,9,3300,0,0
Trinidad,Buenos Aires,B,T,mañana_valle,3,0,4.88,0,0,0,0.45,6,17,3300,1,1
San Javier,Buenos Aires,B,T,mañana_pico,3,0,7.188,0,1,0,0.93,5,5,3300,1,1
Andalucía,La Sierra,K,M,tarde_pico,1,0,8.267,0,0,0,0.75,2,8,3300,1,1
Alpujarra,Madera,A,A,tarde_pico,3,0,8.593,1,0,0,0.74,5,14,3300,0,1
Hospital,Juan XXIII,A,J,madrugada,4,0,5.983,0,0,0,0.14,15,15,3300,1,0
Oriente,Hospital,T,A,noche,7,1,4.363,0,0,0,0.22,7,10,3300,1,0
Alpujarra,San Antonio,A,A,noche,5,0,0.561,1,0,1,0.31,10,7,3300,0,0
La Independencia,Niquía,K,A,tarde_valle,7,0,7.409,0,0,0,0.35,4,8,3300,1,0
Oriente,Universidad,T,A,mañana_valle,1,0,4.769,0,0,0,0.37,4,13,3300,1,0
Trinidad,Santo Domingo,B,K,madrugada,7,0,8.944,0,0,1,0.1,15,16,3300,1,0
Loyola,La Sierra,T,M,mañana_valle,5,0,2.238,0,0,0,0.46,6,2,3300,1,0
La Sierra,Arví,M,L,tarde_pico,3,0,9.026,0,0,0,0.94,3,7,3300,1,1
Acevedo,La Estrella,A,A,mañana_valle,7,1,16.537,1,1,0,0.32,8,13,3300,0,0
Caribe,Alejandro Echavarría,A,T,mañana_valle,2,0,3.772,0,0,0,0.36,7,3,3300,1,0
Bello,Poblado,A,A,mañana_pico,4,0,13.717,1,0,0,0.94,4,5,3300,0,1
Hospital,San Javier,A,B,tarde_pico,7,0,5.018,0,0,1,0.9,4,5,3300,1,1
Santa Lucía,Universidad,B,A,mañana_valle,5,0,3.924,0,0,0,0.35,7,13,3300,1,1
Asomadera,Envigado,T,A,tarde_valle,5,0,10.24,0,0,0,0.36,7,12,3300,1,1
Arví,Alpujarra,L,A,tarde_pico,6,0,10.302,0,0,0,0.81,2,17,3300,1,1
Floresta,Asomadera,B,T,noche,2,0,7.604,0,0,0,0.28,11,5,3300,1,0
Oriente,La Aurora,T,J,noche,6,0,12.15,0,0,0,0.25,8,15,3300,1,0
Bicentenario,Caribe,T,A,tarde_pico,3,0,4.053,0,0,0,0.74,3,10,3300,1,1
Aguacatala,La Aurora,A,J,tarde_pico,3,0,9.886,0,0,0,0.84,2,2,3300,1,1
Juan XXIII,Universidad,J,A,tarde_valle,4,0,6.023,0,0,0,0.35,7,9,3300,1,0
Santa Lucía,Ayurá,B,A,tarde_valle,1,0,6.949,0,0,0,0.44,4,4,3300,1,0
Loyola,Alpujarra,T,A,mañana_pico,7,0,3.969,0,0,0,0.77,4,11,3300,1,1
La Independencia,Loyola,K,T,noche,4,0,6.934,0,0,0,0.27,8,11,3300,1,0
Alpujarra,Poblado,A,A,mañana_pico,1,0,3.469,1,0,0,0.94,4,4,3300,0,1
Bicentenario,Andalucía,T,K,madrugada,1,0,6.52,0,0,0,0.14,8,6,3300,1,0
La Sierra,Asomadera,M,T,tarde_pico,6,0,2.653,0,0,0,0.8,5,10,3300,1,1
Arví,Trece de Noviembre,L,M,mañana_valle,6,0,8.874,0,0,0,0.47,7,10,3300,1,0
Caribe,Parque Berrío,A,A,mañana_pico,1,0,3.386,1,0,0,0.8,2,7,3300,0,1
Bello,Poblado,A,A,tarde_pico,6,0,13.717,1,0,0,0.74,3,14,3300,0,1
Trece de Noviembre,La Aurora,M,J,mañana_pico,1,0,9.343,0,0,0,0.83,5,5,3300,1,1
Asomadera,Bicentenario,T,T,madrugada,1,0,1.792,1,0,0,0.12,10,15,3300,0,0
